#DatabaseID	DiseaseName
ORPHA_1154	Arthrogryposis-oculomotor limitation-electroretinal anomalies syndrome
ORPHA_2485	Melorheostosis
ORPHA_2484	Melnick-Needles syndrome
ORPHA_2483	Melkersson-Rosenthal syndrome
ORPHA_50251	Pleural mesothelioma
ORPHA_284289	Adult-onset autosomal recessive cerebellar ataxia
ORPHA_2471	McDonough syndrome
ORPHA_2470	Matthew-Wood syndrome
ORPHA_284282	Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to WWOX deficiency
ORPHA_2479	Megalocornea-intellectual disability syndrome
ORPHA_1147	Sheldon-Hall syndrome
ORPHA_1146	Distal arthrogryposis type 1
ORPHA_2477	Megalencephaly
ORPHA_2476	Dysraphism-cleft lip/palate-limb reduction defects syndrome
ORPHA_1145	Infantile-onset X-linked spinal muscular atrophy
ORPHA_1144	Arthrogryposis-like hand anomaly-sensorineural deafness syndrome
ORPHA_2475	White forelock with malformations
ORPHA_75508	Angioosteohypotrophic syndrome
ORPHA_1143	Neurogenic arthrogryposis multiplex congenita
ORPHA_2473	McKusick-Kaufman syndrome
ORPHA_1149	Kuskokwim syndrome
ORPHA_100993	Autosomal dominant spastic paraplegia type 12
ORPHA_100994	Autosomal dominant spastic paraplegia type 13
ORPHA_100995	Autosomal recessive spastic paraplegia type 14
ORPHA_100991	Autosomal dominant spastic paraplegia type 10
ORPHA_100996	Autosomal recessive spastic paraplegia type 15
ORPHA_320411	Autosomal recessive spastic paraplegia type 56
ORPHA_100997	X-linked spastic paraplegia type 16
ORPHA_100998	Autosomal dominant spastic paraplegia type 17
ORPHA_100999	Autosomal dominant spastic paraplegia type 19
ORPHA_1136	Arnold-Chiari malformation type II
ORPHA_1135	Arrhinia-choanal atresia-microphthalmia syndrome
ORPHA_2466	MASA syndrome
ORPHA_140976	RHYNS syndrome
ORPHA_1134	Isolated arrhinia
ORPHA_1133	AREDYLD syndrome
ORPHA_2463	Marfanoid habitus-autosomal recessive intellectual disability syndrome
ORPHA_1131	X-linked mandibulofacial dysostosis
ORPHA_2462	Shprintzen-Goldberg syndrome
ORPHA_2461	Marden-Walker syndrome
ORPHA_100984	Autosomal dominant spastic paraplegia type 3
ORPHA_530983	Lamb-Shaffer syndrome
ORPHA_90291	Systemic sclerosis
ORPHA_100989	Autosomal dominant spastic paraplegia type 8
ORPHA_67036	Autosomal dominant optic atrophy and cataract
ORPHA_100985	Autosomal dominant spastic paraplegia type 4
ORPHA_100986	Autosomal recessive spastic paraplegia type 5A
ORPHA_100988	Autosomal dominant spastic paraplegia type 6
ORPHA_93317	Spondylometaphyseal dysplasia, Sedaghatian type
ORPHA_2457	Mandibuloacral dysplasia
ORPHA_2456	Familial supernumerary nipples
ORPHA_93315	Spondylometaphyseal dysplasia, 'corner fracture' type
ORPHA_1123	Caudal appendage-deafness syndrome
ORPHA_93316	Spondylometaphyseal dysplasia, Schmidt type
ORPHA_1122	Ulnar hypoplasia-split foot syndrome
ORPHA_1120	Lung agenesis-heart defect-thumb anomalies syndrome
ORPHA_90283	Lupus erythematosus tumidus
ORPHA_1129	Arachnodactyly-abnormal ossification-intellectual disability syndrome
ORPHA_93314	Spondylometaphyseal dysplasia, Kozlowski type
ORPHA_93311	Multiple epiphyseal dysplasia type 5
ORPHA_90289	Localized scleroderma
ORPHA_100973	FRAXE intellectual disability
ORPHA_67041	Hyaluronidase deficiency
ORPHA_90280	Chilblain lupus
ORPHA_67043	Amoebic keratitis
ORPHA_67042	Late-onset retinal degeneration
ORPHA_163649	Spondyloepiphyseal dysplasia-craniosynostosis-cleft palate-cataracts-intellectual disability syndrome
ORPHA_439167	Placental insufficiency
ORPHA_363523	Hypohidrosis-enamel hypoplasia-palmoplantar keratoderma-intellectual disability syndrome
ORPHA_67045	X-linked intellectual disability with isolated growth hormone deficiency
ORPHA_67044	Thrombocytopenia with congenital dyserythropoietic anemia
ORPHA_67047	3-methylglutaconic aciduria type 3
ORPHA_140989	Primary angiitis of the central nervous system
ORPHA_100974	FRAXF syndrome
ORPHA_67046	3-methylglutaconic aciduria type 1
ORPHA_363528	Intellectual disability-strabismus syndrome
ORPHA_100976	Bathing suit ichthyosis
ORPHA_67048	3-methylglutaconic aciduria type 4
ORPHA_163654	Spondyloepiphyseal dysplasia-brachydactyly-speech disorder syndrome
ORPHA_247798	MUTYH-related attenuated familial adenomatous polyposis
ORPHA_1114	Aplasia cutis congenita
ORPHA_93307	Multiple epiphyseal dysplasia type 4
ORPHA_2444	Congenital pulmonary airway malformation
ORPHA_1113	Aphalangy-syndactyly-microcephaly syndrome
ORPHA_93304	Autosomal dominant brachyolmia
ORPHA_466768	Autosomal dominant Charcot-Marie-Tooth disease type 2Z
ORPHA_1112	Aphalangy-hemivertebrae-urogenital-intestinal dysgenesis syndrome
ORPHA_2442	X-linked lymphoproliferative disease
ORPHA_1110	Aortic arch anomaly-facial dysmorphism-intellectual disability syndrome
ORPHA_2440	Isolated split hand-split foot malformation
ORPHA_93308	Multiple epiphyseal dysplasia type 1
ORPHA_93302	Brachyolmia, Maroteaux type
ORPHA_1118	Fibular aplasia-ectrodactyly syndrome
ORPHA_1117	Aplasia cutis-myopia syndrome
ORPHA_1116	Aplasia cutis congenita-intestinal lymphangiectasia syndrome
ORPHA_314585	15q overgrowth syndrome
ORPHA_77299	Microphthalmia-brain atrophy syndrome
ORPHA_77298	Anophthalmia/microphthalmia-esophageal atresia syndrome
ORPHA_77297	Majeed syndrome
ORPHA_77296	Morgagni-Stewart-Morel syndrome
ORPHA_77293	Chronic visceral acid sphingomyelinase deficiency
ORPHA_363558	New-onset refractory status epilepticus
ORPHA_529970	Male infertility due to acephalic spermatozoa
ORPHA_1104	Anophthalmia plus syndrome
ORPHA_2435	Hypo- and hypermelanotic cutaneous macules-retarded growth-intellectual disability syndrome
ORPHA_2432	Macrosomia-microphthalmia-cleft palate syndrome
ORPHA_1101	Anophthalmia-megalocornea-cardiopathy-skeletal anomalies syndrome
ORPHA_2430	Congenital macroglossia
ORPHA_411602	Hereditary late-onset Parkinson disease
ORPHA_2438	Hand-foot-genital syndrome
ORPHA_1106	Microphthalmia with limb anomalies
ORPHA_2437	Czeizel-Losonci syndrome
ORPHA_314588	Distal tetrasomy 15q
ORPHA_529965	Intellectual disability-autism-speech apraxia-craniofacial dysmorphism syndrome
ORPHA_529962	17q24.2 microdeletion syndrome
ORPHA_363549	Acute encephalopathy with biphasic seizures and late reduced diffusion
ORPHA_163634	Maffucci syndrome
ORPHA_39812	Graft versus host disease
ORPHA_2429	Macrocephaly-spastic paraplegia-dysmorphism syndrome
ORPHA_314575	Intellectual disability-hypotonia-brachycephaly-pyloric stenosis-cryptorchidism syndrome
ORPHA_93360	Spondyloepimetaphyseal dysplasia with multiple dislocations
ORPHA_397744	Peripheral neuropathy-myopathy-hoarseness-hearing loss syndrome
ORPHA_453499	Neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-skeletal anomalies syndrome
ORPHA_2412	Dislocation of the hip-dysmorphism syndrome
ORPHA_93359	Spondyloepimetaphyseal dysplasia with joint laxity
ORPHA_247768	Müllerian aplasia and hyperandrogenism
ORPHA_2410	Hypergonadotropic hypogonadism-cataract syndrome
ORPHA_93351	Spondyloepimetaphyseal dysplasia, Irapa type
ORPHA_93352	Spondyloepimetaphyseal dysplasia, Shohat type
ORPHA_221139	Combined immunodeficiency with faciooculoskeletal anomalies
ORPHA_93357	SPONASTRIME dysplasia
ORPHA_411629	Infantile nephropathic cystinosis
ORPHA_163681	CNTNAP2-related developmental and epileptic encephalopathy
ORPHA_2414	Congenital pulmonary lymphangiectasia
ORPHA_93356	Spondyloepimetaphyseal dysplasia, Missouri type
ORPHA_476126	Micrognathia-recurrent infections-behavioral abnormalities-mild intellectual disability syndrome
ORPHA_2400	Peripheral motor neuropathy-dysautonomia syndrome
ORPHA_163690	Hypotonia-cystinuria syndrome
ORPHA_2409	Lowry-MacLean syndrome
ORPHA_2408	Lowe-Kohn-Cohen syndrome
ORPHA_2406	Locked-in syndrome
ORPHA_93346	Spondyloepimetaphyseal dysplasia congenita, Strudwick type
ORPHA_163693	2p21 microdeletion syndrome
ORPHA_420561	Temple-Baraitser syndrome
ORPHA_217093	Mucopolysaccharidosis type 2, attenuated form
ORPHA_231393	Beta-thalassemia-X-linked thrombocytopenia syndrome
ORPHA_397725	COASY protein-associated neurodegeneration
ORPHA_280763	Severe intellectual disability and progressive spastic paraplegia
ORPHA_466791	Macrocephaly-intellectual disability-left ventricular non compaction syndrome
ORPHA_100924	Porphyria due to ALA dehydratase deficiency
ORPHA_163665	Spondyloepiphyseal dysplasia tarda, Kohn type
ORPHA_411641	Ocular cystinosis
ORPHA_466794	Acute infantile liver failure-cerebellar ataxia-peripheral sensory motor neuropathy syndrome
ORPHA_37202	Interstitial cystitis
ORPHA_93333	Pelviscapular dysplasia
ORPHA_498359	Aquagenic palmoplantar keratoderma
ORPHA_93328	Autosomal dominant omodysplasia
ORPHA_93329	Autosomal recessive omodysplasia
ORPHA_221120	Pseudoaminopterin syndrome
ORPHA_411634	Juvenile nephropathic cystinosis
ORPHA_93320	Ulnar hemimelia
ORPHA_93321	Radial hemimelia
ORPHA_93324	Autosomal recessive Kenny-Caffey syndrome
ORPHA_93325	Autosomal dominant Kenny-Caffey syndrome
ORPHA_93322	Tibial hemimelia
ORPHA_512260	Congenital cerebellar ataxia due to RNU12 mutation
ORPHA_93323	Fibular hemimelia
ORPHA_508410	Familial intestinal malrotation
ORPHA_280785	Bullous diffuse cutaneous mastocytosis
ORPHA_1643	Xp22.3 microdeletion syndrome
ORPHA_2975	46,XX disorder of sex development-skeletal anomalies syndrome
ORPHA_1642	Distal monosomy 9p
ORPHA_2976	Pseudoleprechaunism syndrome, Patterson type
ORPHA_2978	Chronic intestinal pseudoobstruction
ORPHA_466934	VPS11-related autosomal recessive hypomyelinating leukodystrophy
ORPHA_436274	Pseudoxanthoma elasticum-like skin manifestations with retinitis pigmentosa
ORPHA_141333	Biemond syndrome type 2
ORPHA_436271	Non-progressive predominantly posterior cavitating leukoencephalopathy with peripheral neuropathy
ORPHA_2970	Prune belly syndrome
ORPHA_280779	Cutaneous collagenous vasculopathy
ORPHA_314647	Non-progressive cerebellar ataxia with intellectual disability
ORPHA_2971	Peroxisomal acyl-CoA oxidase deficiency
ORPHA_1647	Oculocerebrocutaneous syndrome
ORPHA_2972	Non-eruption of teeth-maxillary hypoplasia-genu valgum syndrome
ORPHA_1646	Partial chromosome Y deletion
ORPHA_2973	46,XX disorder of sex development-anorectal anomalies syndrome
ORPHA_505395	Ventilator-induced diaphragmatic dysfunction
ORPHA_280794	Pseudoxanthomatous diffuse cutaneous mastocytosis
ORPHA_309282	Alpha-mannosidosis, infantile form
ORPHA_36913	Autoimmune hypoparathyroidism
ORPHA_309288	Alpha-mannosidosis, adult form
ORPHA_2964	Autosomal dominant prognathism
ORPHA_2965	Prolactinoma
ORPHA_2968	Leukocyte adhesion deficiency
ORPHA_2969	Proteus-like syndrome
ORPHA_217059	Isolated congenital digital clubbing
ORPHA_466926	Seizures-scoliosis-macrocephaly syndrome
ORPHA_1636	Distal monosomy 7q36
ORPHA_2962	De Barsy syndrome
ORPHA_2963	Progeroid syndrome, Petty type
ORPHA_314632	ATP13A2-related juvenile neuronal ceroid lipofuscinosis
ORPHA_309271	Metachromatic leukodystrophy, adult form
ORPHA_35612	Nanophthalmos
ORPHA_1621	3q13 microdeletion syndrome
ORPHA_2953	Musculocontractural Ehlers-Danlos syndrome
ORPHA_1620	Distal monosomy 3p
ORPHA_217085	Mucopolysaccharidosis type 2, severe form
ORPHA_2956	Acrodysplasia scoliosis
ORPHA_457193	Autosomal dominant intellectual disability-craniofacial anomalies-cardiac defects syndrome
ORPHA_2958	X-linked intellectual disability-dysmorphism-cerebral atrophy syndrome
ORPHA_2959	Progeria-short stature-pigmented nevi syndrome
ORPHA_243343	Dimethylglycine dehydrogenase deficiency
ORPHA_314621	Duplication of the pituitary gland
ORPHA_309263	Metachromatic leukodystrophy, juvenile form
ORPHA_2942	Postpoliomyelitis syndrome
ORPHA_48918	Focal myositis
ORPHA_1617	2q24 microdeletion syndrome
ORPHA_163596	Hb Bart's hydrops fetalis
ORPHA_2940	Porencephaly
ORPHA_596	X-linked centronuclear myopathy
ORPHA_598	Multiminicore myopathy
ORPHA_597	Central core disease
ORPHA_592	Macrophagic myofasciitis
ORPHA_2928	Polyneuropathy-intellectual disability-acromicria-premature menopause syndrome
ORPHA_2929	Juvenile polyposis syndrome
ORPHA_590	Congenital myasthenic syndrome
ORPHA_289157	Hypocalcemic vitamin D-dependent rickets
ORPHA_2932	Chronic inflammatory demyelinating polyneuropathy
ORPHA_464318	Verrucous hemangioma
ORPHA_2935	Crossed polysyndactyly
ORPHA_1606	1p36 deletion syndrome
ORPHA_589	Myasthenia gravis
ORPHA_588	Muscle-eye-brain disease
ORPHA_464311	Intellectual disability syndrome due to a DYRK1A point mutation
ORPHA_2930	Cronkhite-Canada syndrome
ORPHA_1600	Monosomy 18q
ORPHA_585	Multiple sulfatase deficiency
ORPHA_584	Mucopolysaccharidosis type 7
ORPHA_281201	Keratosis linearis-ichthyosis congenita-sclerosing keratoderma syndrome
ORPHA_587	Muir-Torre syndrome
ORPHA_586	Cystic fibrosis
ORPHA_581	Mucopolysaccharidosis type 3
ORPHA_496790	Ocular anomalies-axonal neuropathy-developmental delay syndrome
ORPHA_580	Mucopolysaccharidosis type 2
ORPHA_583	Mucopolysaccharidosis type 6
ORPHA_582	Mucopolysaccharidosis type 4
ORPHA_2917	Polydactyly-myopia syndrome
ORPHA_47612	Felty syndrome
ORPHA_2919	Orofaciodigital syndrome type 5
ORPHA_217017	Zechi-Ceide syndrome
ORPHA_2920	Oliver syndrome
ORPHA_2921	Preaxial polydactyly-colobomata-intellectual disability syndrome
ORPHA_464306	DYRK1A-related intellectual disability syndrome
ORPHA_2924	Isolated polycystic liver disease
ORPHA_2926	Digital extensor muscle aplasia-polyneuropathy
ORPHA_217012	Spinocerebellar ataxia type 31
ORPHA_402075	Familial bicuspid aortic valve
ORPHA_314679	Cerebrofacioarticular syndrome
ORPHA_578	Mucolipidosis type IV
ORPHA_577	Mucolipidosis type III
ORPHA_440354	Autosomal dominant myopia-midfacial retrusion-sensorineural hearing loss-rhizomelic dysplasia syndrome
ORPHA_579	Mucopolysaccharidosis type 1
ORPHA_2907	Hereditary acrokeratotic poikiloderma
ORPHA_2908	Kindler epidermolysis bullosa
ORPHA_2909	Rothmund-Thomson syndrome
ORPHA_289176	Autosomal recessive hypophosphatemic rickets
ORPHA_2911	Poland syndrome
ORPHA_2912	Poliomyelitis
ORPHA_2916	Postaxial polydactyly-dental and vertebral anomalies syndrome
ORPHA_268249	Mycophenolate mofetil embryopathy
ORPHA_33001	Lymphedema-distichiasis syndrome
ORPHA_466950	Facial dysmorphism-developmental delay-behavioral abnormalities syndrome due to WAC point mutation
ORPHA_35664	ALDH18A1-related De Barsy syndrome
ORPHA_261197	Proximal 16p11.2 microdeletion syndrome
ORPHA_2900	Leri pleonosteosis
ORPHA_2901	Neuralgic amyotrophy
ORPHA_261190	15q14 microdeletion syndrome
ORPHA_2902	Idiopathic chronic eosinophilic pneumonia
ORPHA_2903	Familial spontaneous pneumothorax
ORPHA_2905	POEMS syndrome
ORPHA_420741	RIDDLE syndrome
ORPHA_466943	WAC-related facial dysmorphism-developmental delay-behavioral abnormalities syndrome
ORPHA_314652	Variant ABeta2M amyloidosis
ORPHA_314655	Severe neonatal hypotonia-seizures-encephalopathy syndrome due to 5q31.3 microdeletion
ORPHA_552	MODY
ORPHA_551	MERRF
ORPHA_254892	Autosomal dominant progressive external ophthalmoplegia
ORPHA_508498	Intellectual disability-cardiac anomalies-short stature-joint laxity syndrome
ORPHA_550	MELAS
ORPHA_268261	DYRK1A-related intellectual disability syndrome due to 21q22.13q22.2 microdeletion
ORPHA_261183	15q11.2 microdeletion syndrome
ORPHA_500533	Polyhydramnios-megalencephaly-symptomatic epilepsy syndrome
ORPHA_549	Legionnaires disease
ORPHA_548	Leprosy
ORPHA_545	Follicular lymphoma
ORPHA_99657	Primary dystonia, DYT2 type
ORPHA_540	Familial hemophagocytic lymphohistiocytosis
ORPHA_543	Burkitt lymphoma
ORPHA_364055	Severe early-childhood-onset retinal dystrophy
ORPHA_208981	Polyradiculoneuropathy associated with IgG/IgA/IgM monoclonal gammopathy without known antibodies
ORPHA_254886	Autosomal recessive progressive external ophthalmoplegia
ORPHA_264200	14q22q23 microdeletion syndrome
ORPHA_496756	Early-onset progressive encephalopathy-spastic ataxia-distal spinal muscular atrophy syndrome
ORPHA_500545	Severe neurodevelopmental disorder with feeding difficulties-stereotypic hand movement-bilateral cataract
ORPHA_538	Lymphangioleiomyomatosis
ORPHA_537	Toxic epidermal necrolysis
ORPHA_319487	Familial papillary or follicular thyroid carcinoma
ORPHA_534	Oculocerebrorenal syndrome of Lowe
ORPHA_533	Listeriosis
ORPHA_535	Rare cutaneous lupus erythematosus
ORPHA_99646	Metaphyseal chondromatosis with D-2-hydroxyglutaric aciduria
ORPHA_391665	Homozygous familial hypercholesterolemia
ORPHA_573	Monilethrix
ORPHA_576	Mucolipidosis type II
ORPHA_575	Muckle-Wells syndrome
ORPHA_99642	Spondyloepimetaphyseal dysplasia, Handigodu type
ORPHA_570	Moebius syndrome
ORPHA_572	Immunodeficiency by defective expression of MHC class II
ORPHA_254875	Mitochondrial DNA depletion syndrome, myopathic form
ORPHA_567	22q11.2 deletion syndrome
ORPHA_566	Congenital microcoria
ORPHA_569	Familial or sporadic hemiplegic migraine
ORPHA_568	Microphthalmia, Lenz type
ORPHA_563	Peripartum cardiomyopathy
ORPHA_508488	8q24.3 microdeletion syndrome
ORPHA_562	McCune-Albright syndrome
ORPHA_565	Menkes disease
ORPHA_564	Meckel syndrome
ORPHA_561	Marshall-Smith syndrome
ORPHA_560	Marshall syndrome
ORPHA_391673	Necrotizing enterocolitis
ORPHA_589821	Congenital-onset Steinert myotonic dystrophy
ORPHA_254864	Mitochondrial myopathy with reversible cytochrome C oxidase deficiency
ORPHA_521445	Microcephaly-facial dysmorphism-ocular anomalies-multiple congenital anomalies syndrome
ORPHA_42775	PHACE syndrome
ORPHA_559	Marinesco-Sjögren syndrome
ORPHA_556	Malakoplakia
ORPHA_487825	Pierpont syndrome
ORPHA_558	Marfan syndrome
ORPHA_557	Non-syndromic anorectal malformation
ORPHA_98375	Autoimmune hemolytic anemia
ORPHA_510	Lesch-Nyhan syndrome
ORPHA_391641	Feingold syndrome type 1
ORPHA_2097	Grant syndrome
ORPHA_254854	Pure mitochondrial myopathy
ORPHA_2095	Gorlin-Chaudhry-Moss syndrome
ORPHA_261144	FOXG1 syndrome due to 14q12 microdeletion
ORPHA_437572	MYH7-related late-onset scapuloperoneal muscular dystrophy
ORPHA_309256	Metachromatic leukodystrophy, late infantile form
ORPHA_157798	Serrated polyposis syndrome
ORPHA_364028	X-linked intellectual disability due to GRIA3 mutations
ORPHA_2092	Focal dermal hypoplasia
ORPHA_254857	Lethal infantile mitochondrial myopathy
ORPHA_2091	Multinodular goiter-cystic kidney-polydactyly syndrome
ORPHA_2090	GMS syndrome
ORPHA_157794	Hereditary mixed polyposis syndrome
ORPHA_509	Leptospirosis
ORPHA_508	Leprechaunism
ORPHA_2098	Acromesomelic dysplasia, Grebe type
ORPHA_505	Graham Little-Piccardi-Lassueur syndrome
ORPHA_507	Leishmaniasis
ORPHA_314603	Autosomal recessive spastic ataxia with leukoencephalopathy
ORPHA_506	Leigh syndrome
ORPHA_501	Lafora disease
ORPHA_500	Noonan syndrome with multiple lentigines
ORPHA_503	Larsen syndrome
ORPHA_502	Trichorhinophalangeal syndrome type 2
ORPHA_449563	IgG4-related ophthalmic disease
ORPHA_2086	Optic pathway glioma
ORPHA_2085	Glaucoma-sleep apnea syndrome
ORPHA_565899	POMGNT2-related limb-girdle muscular dystrophy R24
ORPHA_2084	Glaucoma-ectopia lentis-microspherophakia-stiff joints-short stature syndrome
ORPHA_309246	GM2 gangliosidosis, AB variant
ORPHA_2083	Prominent glabella-microcephaly-hypogenitalism syndrome
ORPHA_521426	PLAA-associated neurodevelopmental disorder
ORPHA_2089	Glycogen storage disease due to hepatic glycogen synthase deficiency
ORPHA_2088	Fanconi-Bickel syndrome
ORPHA_542306	GNB5-related intellectual disability-cardiac arrhythmia syndrome
ORPHA_99688	Dermotrichic syndrome
ORPHA_391646	Feingold syndrome type 2
