disease	name	hpo
ORPHA_77259	Gaucher disease type 1	HP_0000093,HP_0000225,HP_0000790,HP_0000823,HP_0000938,HP_0000978,HP_0001394,HP_0001510,HP_0001541,HP_0001637,HP_0001698,HP_0001744,HP_0001873,HP_0001876,HP_0001882,HP_0001903,HP_0001971,HP_0002027,HP_0002039,HP_0002092,HP_0002240,HP_0002653,HP_0002750,HP_0002756,HP_0002758,HP_0002797,HP_0002808,HP_0002953,HP_0005230,HP_0006530,HP_0010702,HP_0010741,HP_0010885,HP_0011001
ORPHA_1810	Autosomal dominant hypohidrotic ectodermal dysplasia	HP_0000164,HP_0000668,HP_0000963,HP_0000966,HP_0008070,HP_0002231,HP_0006323,HP_0006482,HP_0001231,HP_0000457,HP_0000964,HP_0001000,HP_0002047,HP_0011220,HP_0012471
ORPHA_77258	Trichorhinophalangeal syndrome type 1 and 3	HP_0000164,HP_0000218,HP_0000325,HP_0000343,HP_0000347,HP_0000400,HP_0000411,HP_0000414,HP_0045075,HP_0000653,HP_0000768,HP_0001252,HP_0001808,HP_0001820,HP_0002007,HP_0002650,HP_0003307,HP_0004209,HP_0004322,HP_0005743,HP_0008070,HP_0009882,HP_0010049,HP_0010579,HP_0010743,HP_0011069,HP_0011341,HP_0011910,HP_0100490
ORPHA_794	Saethre-Chotzen syndrome	HP_0000028,HP_0000175,HP_0000189,HP_0000248,HP_0000270,HP_0000286,HP_0000294,HP_0000316,HP_0000324,HP_0000327,HP_0000365,HP_0000369,HP_0000405,HP_0000426,HP_0000486,HP_0000601,HP_0000929,HP_0001357,HP_0001363,HP_0001822,HP_0002516,HP_0030680,HP_0003312,HP_0004209,HP_0004322,HP_0008551,HP_0010535,HP_0010807,HP_0011386,HP_0000348,HP_0000407,HP_0000444,HP_0000508,HP_0000643,HP_0000646,HP_0000648,HP_0001156,HP_0001199,HP_0001250,HP_0002076,HP_0002342,HP_0002650,HP_0003307,HP_0005037,HP_0005280,HP_0006101,HP_0007598,HP_0008572,HP_0009738,HP_0009899,HP_0010720,HP_0011304
ORPHA_206572	Overlap myositis	HP_0000822,HP_0001369,HP_0002015,HP_0002960,HP_0003119,HP_0003236,HP_0003493,HP_0003701,HP_0008997,HP_0011838,HP_0025131,HP_0025142,HP_0030880,HP_0032169,HP_0100296,HP_0000077,HP_0000819,HP_0001627,HP_0001873,HP_0001882,HP_0002092,HP_0002273,HP_0002355,HP_0002725,HP_0002910,HP_0003549,HP_0003551,HP_0004269,HP_0006530,HP_0009053,HP_0009763,HP_0011121,HP_0100324,HP_0001370
ORPHA_793	SAPHO syndrome	HP_0000765,HP_0000925,HP_0000969,HP_0000988,HP_0001061,HP_0001369,HP_0001581,HP_0002024,HP_0002027,HP_0002028,HP_0002037,HP_0002570,HP_0002653,HP_0002754,HP_0002757,HP_0002797,HP_0002829,HP_0003765,HP_0004936,HP_0005464,HP_0006824,HP_0010622,HP_0100686,HP_0100769,HP_0100781,HP_0100847,HP_0200039,HP_0002633,HP_0100749,HP_0100774
ORPHA_284984	Aneurysm-osteoarthritis syndrome	HP_0001763,HP_0002617,HP_0011645,HP_0000023,HP_0000139,HP_0000193,HP_0000218,HP_0000272,HP_0000276,HP_0000316,HP_0000348,HP_0000689,HP_0000978,HP_0000987,HP_0001065,HP_0001166,HP_0001537,HP_0001653,HP_0001659,HP_0002076,HP_0002315,HP_0002647,HP_0002650,HP_0002758,HP_0003179,HP_0004268,HP_0004944,HP_0005086,HP_0005116,HP_0005294,HP_0012432,HP_0025487,HP_0000278,HP_0000767,HP_0000768,HP_0001388,HP_0001519,HP_0001627,HP_0001642,HP_0001712,HP_0003302,HP_0005112,HP_0005110,HP_0008419,HP_0010886,HP_0100490,HP_0100775,HP_0000175,HP_0000939,HP_0001643
ORPHA_796	Sandhoff disease	HP_0000256,HP_0000293,HP_0000365,HP_0000618,HP_0001250,HP_0001251,HP_0001324,HP_0001508,HP_0001635,HP_0001744,HP_0002205,HP_0002240,HP_0002333,HP_0002652,HP_0002808,HP_0004343,HP_0007272,HP_0010729,HP_0100022
ORPHA_324604	Classic multiminicore myopathy	HP_0003741,HP_0000218,HP_0001290,HP_0001508,HP_0001620,HP_0002091,HP_0002194,HP_0002421,HP_0002650,HP_0002828,HP_0002877,HP_0003306,HP_0003327,HP_0003700,HP_0004322,HP_0004889,HP_0005991,HP_0009058,HP_0030319,HP_0100295,HP_0000303,HP_0000308,HP_0001385,HP_0001634,HP_0001635,HP_0001667,HP_0001708,HP_0001763
ORPHA_790	Retinoblastoma	HP_0009919,HP_0000486,HP_0000501,HP_0000520,HP_0000555,HP_0031615,HP_0000554,HP_0001100,HP_0001909,HP_0002665,HP_0002669,HP_0002859,HP_0002861,HP_0007663,HP_0007703,HP_0007862,HP_0007902,HP_0011886,HP_0012372,HP_0025244,HP_0025337,HP_0100243,HP_0100658,HP_0000175,HP_0009733,HP_0012254,HP_0030408
ORPHA_792	X-linked retinoschisis	HP_0000478,HP_0000496,HP_0000501,HP_0000504,HP_0000512,HP_0000518,HP_0030502
ORPHA_791	Retinitis pigmentosa	HP_0000035,HP_0000135,HP_0000405,HP_0000407,HP_0000431,HP_0000463,HP_0000501,HP_0000505,HP_0000512,HP_0000518,HP_0000563,HP_0000602,HP_0000613,HP_0000618,HP_0000639,HP_0000648,HP_0000842,HP_0000987,HP_0001249,HP_0001347,HP_0001513,HP_0005978,HP_0007675,HP_0007703,HP_0008046,HP_0008736
ORPHA_157997	Benign cephalic histiocytosis	HP_0000988,HP_0100727,HP_0200034,HP_0011123
ORPHA_157991	Generalized eruptive histiocytosis	HP_0025475,HP_0030350,HP_0100727,HP_0040186,HP_0000989,HP_0031901,HP_0032061,HP_0040126,HP_0001909,HP_0005585
ORPHA_264450	Trisomy 8p	HP_0000028,HP_0000054,HP_0000121,HP_0000175,HP_0000193,HP_0000233,HP_0000252,HP_0000278,HP_0000316,HP_0000358,HP_0000384,HP_0000405,HP_0000463,HP_0000470,HP_0000483,HP_0000486,HP_0000540,HP_0000582,HP_0000592,HP_0000954,HP_0000960,HP_0001100,HP_0001156,HP_0001274,HP_0001290,HP_0001734,HP_0001845,HP_0001864,HP_0002019,HP_0002101,HP_0002162,HP_0002788,HP_0002828,HP_0003196,HP_0004209,HP_0004689,HP_0004704,HP_0005280,HP_0005495,HP_0006801,HP_0009913,HP_0010034,HP_0010864,HP_0010945,HP_0011466,HP_0011918,HP_0012758,HP_0030148,HP_0040018,HP_0040022,HP_0000126,HP_0000238,HP_0000633,HP_0001250,HP_0001305,HP_0001636,HP_0001711,HP_0003006,HP_0004794,HP_0004969,HP_0005176,HP_0008609,HP_0011546,HP_0011939,HP_0100790
ORPHA_319251	Rift valley fever	HP_0001945,HP_0003237,HP_0020071,HP_0002039,HP_0000478,HP_0000573,HP_0000575,HP_0000613,HP_0001324,HP_0003496,HP_0007663,HP_0025188,HP_0032118,HP_0032323,HP_0200026,HP_0000225,HP_0000554,HP_0000738,HP_0000790,HP_0000952,HP_0000988,HP_0001269,HP_0001873,HP_0001892,HP_0001903,HP_0001977,HP_0002248,HP_0002249,HP_0002315,HP_0002321,HP_0002383,HP_0002385,HP_0002910,HP_0003418,HP_0003470,HP_0003781,HP_0004372,HP_0005268,HP_0005542,HP_0012115,HP_0012229,HP_0025013,HP_0031691,HP_0040049
ORPHA_1803	Thoracomelic dysplasia	HP_0000311,HP_0000470,HP_0000773,HP_0000774,HP_0000944,HP_0001288,HP_0001591,HP_0002162,HP_0002644,HP_0002857,HP_0002991,HP_0003042,HP_0003307,HP_0005019,HP_0005692,HP_0008873,HP_0009826,HP_0012368
ORPHA_1802	Ghosal hematodiaphyseal dysplasia	HP_0000944,HP_0001744,HP_0001903,HP_0002167,HP_0002644,HP_0002823,HP_0002992,HP_0003103,HP_0003312,HP_0004493,HP_0005019,HP_0006487,HP_0010978
ORPHA_284979	Neonatal Marfan syndrome	HP_0001653,HP_0002097,HP_0005180,HP_0000268,HP_0000485,HP_0000768,HP_0000973,HP_0001083,HP_0001166,HP_0001181,HP_0001270,HP_0001371,HP_0001518,HP_0001634,HP_0001704,HP_0001713,HP_0002616,HP_0002643,HP_0001626,HP_0008124,HP_0008734,HP_0010511,HP_0011003,HP_0011968,HP_0012418,HP_0030148,HP_0100578,HP_0100625,HP_0100693,HP_0100807,HP_0000347,HP_0000369,HP_0000431,HP_0000490,HP_0000494,HP_0000592,HP_0001252,HP_0001265,HP_0001382,HP_0002705,HP_0009901,HP_0012771,HP_0000268,HP_0000347,HP_0000369,HP_0000431,HP_0000485,HP_0000494,HP_0000592,HP_0000768,HP_0000973,HP_0001083,HP_0001166,HP_0001181,HP_0001252,HP_0001265,HP_0001270,HP_0001371,HP_0001382,HP_0001518,HP_0002097,HP_0002705,HP_0001626,HP_0005180,HP_0004970,HP_0100807,HP_0008124,HP_0008734,HP_0009901,HP_0010511,HP_0011003,HP_0011968,HP_0030148,HP_0100578,HP_0100625,HP_0100693
ORPHA_1801	Kyphomelic dysplasia	HP_0000347,HP_0000774,HP_0000895,HP_0000907,HP_0000921,HP_0000944,HP_0001176,HP_0001252,HP_0001376,HP_0001387,HP_0002983,HP_0003180,HP_0003312,HP_0003498,HP_0006487,HP_0010306,HP_0010561,HP_0012368
ORPHA_786	Generalized glucocorticoid resistance syndrome	HP_0001297,HP_0001007,HP_0004319,HP_0003118,HP_0003154,HP_0012030,HP_0012378,HP_0000822,HP_0000876,HP_0001061,HP_0002900,HP_0008221,HP_0030087,HP_0200114,HP_0000062,HP_0000789,HP_0000798,HP_0000826,HP_0003118,HP_0001943,HP_0002292,HP_0010458
ORPHA_99413	Turner syndrome due to structural X chromosome anomalies	HP_0000137,HP_0000470,HP_0000823,HP_0000837,HP_0000879,HP_0000938,HP_0000939,HP_0001510,HP_0001511,HP_0002750,HP_0002967,HP_0003492,HP_0004322,HP_0006610,HP_0006709,HP_0008209,HP_0008222,HP_0008897,HP_0012774,HP_0040072,HP_0100625,HP_0008209,HP_0000218,HP_0000278,HP_0000347,HP_0000365,HP_0000369,HP_0000403,HP_0000465,HP_0000474,HP_0000475,HP_0000708,HP_0000739,HP_0000758,HP_0000786,HP_0000822,HP_0001952,HP_0000869,HP_0000872,HP_0000914,HP_0001328,HP_0001397,HP_0001513,HP_0001531,HP_0001800,HP_0002162,HP_0002705,HP_0002808,HP_0002857,HP_0002910,HP_0005113,HP_0005689,HP_0006438,HP_0006456,HP_0007477,HP_0009759,HP_0010044,HP_0010047,HP_0010510,HP_0000085,HP_0000086,HP_0000164,HP_0000286,HP_0000476,HP_0000486,HP_0000508,HP_0000545,HP_0000716,HP_0000767,HP_0000842,HP_0000987,HP_0000995,HP_0001004,HP_0001045,HP_0001231,HP_0001385,HP_0001395,HP_0001596,HP_0001631,HP_0001647,HP_0001657,HP_0001658,HP_0001680,HP_0001763,HP_0001812,HP_0001831,HP_0002608,HP_0002611,HP_0002650,HP_0002960,HP_0003067,HP_0003186,HP_0003764,HP_0004349,HP_0005603,HP_0005978,HP_0007018,HP_0003077,HP_0008572,HP_0009118,HP_0011307,HP_0012434,HP_0100646,HP_0000150,HP_0000471,HP_0001394,HP_0002037,HP_0002613,HP_0002647,HP_0002861,HP_0004383,HP_0004386,HP_0005294,HP_0008678,HP_0012758
ORPHA_783	Rubinstein-Taybi syndrome	HP_0000028,HP_0000164,HP_0000218,HP_0000252,HP_0000286,HP_0000316,HP_0000347,HP_0000365,HP_0000369,HP_0000431,HP_0000444,HP_0000486,HP_0000494,HP_0000501,HP_0000506,HP_0000508,HP_0000579,HP_0000670,HP_0000737,HP_0000739,HP_0000987,HP_0001156,HP_0001249,HP_0001250,HP_0001263,HP_0001385,HP_0001531,HP_0001561,HP_0002019,HP_0002093,HP_0002230,HP_0002553,HP_0030680,HP_0004209,HP_0004322,HP_0005306,HP_0005692,HP_0006101,HP_0007018,HP_0008872,HP_0009832,HP_0010059,HP_0010562,HP_0011304,HP_0100760
ORPHA_782	Axenfeld-Rieger syndrome	HP_0000047,HP_0000232,HP_0000316,HP_0000327,HP_0000365,HP_0000431,HP_0000501,HP_0000506,HP_0000593,HP_0000627,HP_0000668,HP_0000691,HP_0000864,HP_0001510,HP_0001582,HP_0002025,HP_0030680,HP_0005280,HP_0008053,HP_0011220,HP_0011800
ORPHA_785	Estrogen resistance syndrome	HP_0000013,HP_0000098,HP_0000786,HP_0000837,HP_0000938,HP_0000939,HP_0001548,HP_0002663,HP_0003117,HP_0003187,HP_0003799,HP_0008187,HP_0008197,HP_0008675,HP_0001952,HP_0000842,HP_0000956,HP_0001061,HP_0002574,HP_0001677,HP_0010679
ORPHA_391457	HSD10 disease, neonatal type	HP_0001250,HP_0001639,HP_0001942,HP_0003128,HP_0012379,HP_0001263,HP_0500170,HP_0001392,HP_0003256
ORPHA_781	Q fever	HP_0032252,HP_0001324,HP_0001744,HP_0001945,HP_0002315,HP_0002910,HP_0003326,HP_0003565,HP_0012378,HP_0000790,HP_0000924,HP_0000979,HP_0001392,HP_0001433,HP_0001626,HP_0001654,HP_0001824,HP_0001873,HP_0001903,HP_0002039,HP_0002090,HP_0002240,HP_0002633,HP_0002721,HP_0002923,HP_0003262,HP_0003613,HP_0010702,HP_0012115,HP_0012735,HP_0020136,HP_0025015,HP_0030166,HP_0030167,HP_0032101,HP_0040186,HP_0100584,HP_0001082,HP_0001287,HP_0001698,HP_0001701,HP_0002098,HP_0002202,HP_0002383,HP_0002716,HP_0002754,HP_0005162,HP_0006530,HP_0011034,HP_0012819,HP_0025343,HP_0100778
ORPHA_566943	Mueller-Weiss syndrome	HP_0025238,HP_0001387,HP_0002355,HP_0005656,HP_0010505,HP_0010741,HP_0010885,HP_0012098,HP_0030871,HP_0100339,HP_0100662,HP_0100925,HP_0001369,HP_0001763,HP_0005063,HP_0005086,HP_0008110,HP_0008124,HP_0032153,HP_0100535,HP_0100694
ORPHA_565612	Primary triglyceride deposit cardiomyovasculopathy	HP_0001922,HP_0003756,HP_0009058,HP_0012379,HP_0031331,HP_0000819,HP_0001430,HP_0001435,HP_0001638,HP_0001677,HP_0001681,HP_0001962,HP_0002094,HP_0002240,HP_0003077,HP_0003236,HP_0005145,HP_0009805,HP_0011675,HP_0032141,HP_0000407,HP_0001249,HP_0001733,HP_0003805,HP_0011123,HP_0031684,HP_0000478,HP_0001744
ORPHA_398073	Prader-Willi-like syndrome	HP_0000819,HP_0000938,HP_0000939,HP_0001010,HP_0001250,HP_0001256,HP_0001385,HP_0001518,HP_0001558,HP_0001999,HP_0002342,HP_0002360,HP_0002578,HP_0002714,HP_0002870,HP_0002871,HP_0005599,HP_0007730,HP_0007874,HP_0010741,HP_0010829,HP_0011787,HP_0012166,HP_0012411,HP_0012412,HP_0000028,HP_0001270,HP_0001513,HP_0002119,HP_0008872,HP_0000044,HP_0000046,HP_0000060,HP_0000064,HP_0000486,HP_0000729,HP_0000786,HP_0000789,HP_0000818,HP_0000823,HP_0000824,HP_0001252,HP_0001263,HP_0001508,HP_0001773,HP_0002205,HP_0002591,HP_0002650,HP_0003241,HP_0004322,HP_0006889,HP_0008734,HP_0010627,HP_0011734,HP_0012104,HP_0012105,HP_0012650,HP_0025160,HP_0030339,HP_0200055,HP_0000219,HP_0000286,HP_0000311,HP_0000431,HP_0000463,HP_0000490,HP_0000708,HP_0000709,HP_0000717,HP_0000736,HP_0031100,HP_0031169,HP_0031507,HP_0045025,HP_0100716,HP_0100739,HP_0000826
ORPHA_398079	SIM1-related Prader-Willi-like syndrome	HP_0000028,HP_0000135,HP_0000789,HP_0001270,HP_0001513,HP_0001999,HP_0008947,HP_0000044,HP_0000046,HP_0000060,HP_0000064,HP_0000486,HP_0000708,HP_0000729,HP_0000750,HP_0000786,HP_0001249,HP_0001315,HP_0001319,HP_0001328,HP_0001508,HP_0001612,HP_0001773,HP_0002119,HP_0002591,HP_0002650,HP_0003241,HP_0008197,HP_0008734,HP_0012166,HP_0012287,HP_0012506,HP_0012743,HP_0012758,HP_0025160,HP_0040288,HP_0200055,HP_0410263,HP_0000054,HP_0000217,HP_0000219,HP_0000446,HP_0000709,HP_0000826,HP_0000938,HP_0000939,HP_0001010,HP_0001250,HP_0001254,HP_0001385,HP_0002205,HP_0002494,HP_0002714,HP_0002870,HP_0005599,HP_0005978,HP_0007874,HP_0010536,HP_0010829,HP_0011787,HP_0012411,HP_0012412,HP_0025237,HP_0040030
ORPHA_313947	2q23.1 microduplication syndrome	HP_0000154,HP_0000356,HP_0000708,HP_0000729,HP_0001263,HP_0001270,HP_0002465,HP_0008947,HP_0000164,HP_0000219,HP_0000414,HP_0000448,HP_0000486,HP_0000527,HP_0000601,HP_0000678,HP_0000817,HP_0001155,HP_0001488,HP_0001760,HP_0002136,HP_0002360,HP_0002370,HP_0002553,HP_0004209,HP_0005274,HP_0010055,HP_0011800,HP_0000294,HP_0000331,HP_0000483,HP_0000505,HP_0000957,HP_0001852,HP_0002013,HP_0002020,HP_0000718
ORPHA_206569	Immune-mediated necrotizing myopathy	HP_0030200,HP_0002015,HP_0003202,HP_0003326,HP_0008994,HP_0100614,HP_0001962,HP_0002664,HP_0003327,HP_0003691,HP_0006530,HP_0012819,HP_0100749,HP_0000988,HP_0001635,HP_0002829,HP_0030880,HP_0003198,HP_0003236,HP_0003458,HP_0003713,HP_0030057
ORPHA_779	Reynolds syndrome	HP_0000217,HP_0000952,HP_0000988,HP_0000989,HP_0001097,HP_0001369,HP_0001394,HP_0001541,HP_0001945,HP_0002015,HP_0002020,HP_0002093,HP_0002240,HP_0002383,HP_0003326,HP_0004295,HP_0007400,HP_0011354,HP_0011838,HP_0012378,HP_0100579,HP_0100585,HP_0100725,HP_0200042
ORPHA_776	Lujan-Fryns syndrome	HP_0000053,HP_0000164,HP_0000218,HP_0000248,HP_0000256,HP_0000275,HP_0000322,HP_0000327,HP_0000347,HP_0000348,HP_0000369,HP_0000411,HP_0000426,HP_0000678,HP_0000708,HP_0000709,HP_0000738,HP_0000767,HP_0001156,HP_0001166,HP_0001249,HP_0001250,HP_0001252,HP_0001519,HP_0001608,HP_0001611,HP_0001631,HP_0002167,HP_0002650,HP_0005692,HP_0007018,HP_0007370,HP_0100490,HP_0100753
ORPHA_778	Rett syndrome	HP_0000253,HP_0000733,HP_0001263,HP_0001288,HP_0001344,HP_0002376,HP_0002793,HP_0012171,HP_0025430,HP_0001250,HP_0001332,HP_0001508,HP_0002067,HP_0002353,HP_0002355,HP_0003202,HP_0030217,HP_0000713,HP_0001082,HP_0001987,HP_0002151,HP_0002360,HP_0002490,HP_0002540,HP_0002650,HP_0003542,HP_0008947,HP_0012332,HP_0031793,HP_0011451
ORPHA_166002	Multiple epiphyseal dysplasia due to collagen 9 anomaly	HP_0005930,HP_0003365,HP_0009826,HP_0012770,HP_0030839,HP_0030973,HP_0002515,HP_0002758,HP_0002812,HP_0002815,HP_0002857,HP_0002970,HP_0003028,HP_0003045,HP_0003946,HP_0003999,HP_0004322,HP_0006055,HP_0006190,HP_0009189,HP_0010631,HP_0010665,HP_0001324,HP_0003198
ORPHA_206594	Subacute inflammatory demyelinating polyneuropathy	HP_0000762,HP_0001324,HP_0002922,HP_0003431,HP_0007377,HP_0001284,HP_0001288,HP_0001974,HP_0002355,HP_0002359,HP_0003447,HP_0003474,HP_0003551,HP_0003565,HP_0004302,HP_0006881,HP_0007078,HP_0007141,HP_0007220,HP_0007262,HP_0011096,HP_0012531,HP_0001266,HP_0001337,HP_0001430,HP_0002403,HP_0002460,HP_0002936,HP_0003237,HP_0003376,HP_0003448,HP_0006376,HP_0006844,HP_0007230,HP_0008800,HP_0010505,HP_0012078,HP_0032169,HP_0002086,HP_0002270,HP_0006824
ORPHA_467166	Tubulinopathy-associated dysgyria	HP_0000252,HP_0001263,HP_0001273,HP_0001320,HP_0002363,HP_0010663,HP_0012110,HP_0012502,HP_0032398,HP_0000486,HP_0000657,HP_0001302,HP_0002119,HP_0007018,HP_0012547,HP_0031882,HP_0040327,HP_0000256,HP_0001251,HP_0001252,HP_0001488,HP_0002121,HP_0012469,HP_0020214
ORPHA_565624	Combined oxidative phosphorylation defect type 39	HP_0000543,HP_0000750,HP_0000817,HP_0001273,HP_0001317,HP_0001321,HP_0001344,HP_0001662,HP_0002421,HP_0002490,HP_0002500,HP_0002505,HP_0007321,HP_0008763,HP_0008872,HP_0009062,HP_0011344,HP_0012379,HP_0030890,HP_0000028,HP_0000194,HP_0000252,HP_0000762,HP_0001250,HP_0001260,HP_0001324,HP_0001347,HP_0001511,HP_0001998,HP_0002013,HP_0002058,HP_0002059,HP_0002061,HP_0002079,HP_0002151,HP_0002307,HP_0002353,HP_0002509,HP_0002521,HP_0002650,HP_0003394,HP_0003487,HP_0004305,HP_0005745,HP_0006956,HP_0007366,HP_0007371,HP_0011448,HP_0011470,HP_0012428,HP_0031959,HP_0030051
ORPHA_63446	Acrocapitofemoral dysplasia	HP_0000256,HP_0000767,HP_0000768,HP_0000774,HP_0001792,HP_0001821,HP_0002650,HP_0002652,HP_0002750,HP_0002812,HP_0002869,HP_0002970,HP_0002983,HP_0003300,HP_0003307,HP_0003367,HP_0004279,HP_0004322,HP_0006059,HP_0010306,HP_0010579
ORPHA_398063	Refractory celiac disease	HP_0011473,HP_0002028,HP_0001824,HP_0002024,HP_0001935,HP_0000939,HP_0002910,HP_0000707,HP_0011123,HP_0030057,HP_0002853,HP_0002901,HP_0003075,HP_0002917,HP_0002148,HP_0001891,HP_0001897,HP_0001972,HP_0010639,HP_0012052,HP_0025409,HP_0002027,HP_0004395,HP_0002829,HP_0033143,HP_0002243,HP_0003073,HP_0002665
ORPHA_63442	Angel-shaped phalango-epiphyseal dysplasia	HP_0004220,HP_0005819,HP_0005930,HP_0010034,HP_0000668,HP_0000684,HP_0001385,HP_0004322,HP_0008843,HP_0002750,HP_0005692
ORPHA_398069	MAGEL2-related Prader-Willi-like syndrome	HP_0000028,HP_0000789,HP_0001249,HP_0001270,HP_0001319,HP_0001371,HP_0001999,HP_0002033,HP_0008947,HP_0011968,HP_0012758,HP_0000046,HP_0000060,HP_0000064,HP_0000135,HP_0000478,HP_0000486,HP_0000708,HP_0000729,HP_0000750,HP_0000786,HP_0001256,HP_0001315,HP_0001328,HP_0001508,HP_0001558,HP_0001612,HP_0001773,HP_0002020,HP_0002119,HP_0002591,HP_0002650,HP_0002808,HP_0003241,HP_0004322,HP_0004324,HP_0005968,HP_0006889,HP_0008197,HP_0008734,HP_0010535,HP_0012166,HP_0012287,HP_0012450,HP_0012506,HP_0012743,HP_0025160,HP_0040288,HP_0100543,HP_0200055,HP_0410263,HP_0000054,HP_0000217,HP_0000219,HP_0000446,HP_0000545,HP_0000565,HP_0000709,HP_0000722,HP_0000826,HP_0000938,HP_0000939,HP_0001010,HP_0001250,HP_0001254,HP_0001385,HP_0001631,HP_0002205,HP_0002494,HP_0002714,HP_0002870,HP_0005599,HP_0005978,HP_0007874,HP_0010536,HP_0010829,HP_0011787,HP_0012411,HP_0025237,HP_0040030,HP_0100710
ORPHA_206599	Isolated asymptomatic elevation of creatine phosphokinase	HP_0003236
ORPHA_521219	Mirizzi syndrome	HP_0000952,HP_0001081,HP_0002027,HP_0002904,HP_0003155,HP_0011980,HP_0040319,HP_0001649,HP_0001733,HP_0001945,HP_0002013,HP_0002018,HP_0002039,HP_0002910,HP_0003270,HP_0011848,HP_0025143,HP_0410019,HP_0030154,HP_0100889
ORPHA_391417	HSD10 disease	HP_0012073,HP_0000529,HP_0000750,HP_0001250,HP_0001263,HP_0001328,HP_0002342,HP_0002376,HP_0040155,HP_0000365,HP_0000648,HP_0000708,HP_0000729,HP_0000736,HP_0001251,HP_0001260,HP_0001266,HP_0001288,HP_0001336,HP_0004925,HP_0006892,HP_0007042,HP_0008947,HP_0012433,HP_0000252,HP_0000639,HP_0001337,HP_0001347,HP_0002015,HP_0002063,HP_0002119,HP_0002307,HP_0002313,HP_0002579,HP_0007030,HP_0008897,HP_0011470
ORPHA_96369	Early-onset schizophrenia	HP_0000709,HP_0000708,HP_0000712,HP_0000716,HP_0000717,HP_0000729,HP_0000736,HP_0000737,HP_0000738,HP_0000739,HP_0000746,HP_0001289,HP_0001328,HP_0000712,HP_0002332,HP_0002463,HP_0008763,HP_0030858,HP_0031466,HP_0031469,HP_0100543,HP_0000711,HP_0000722,HP_0000745,HP_0000751,HP_0002039,HP_0002367,HP_0002591,HP_0007018,HP_0010865,HP_0011999,HP_0012154,HP_0025160,HP_0031354,HP_0031588,HP_0031589,HP_0100851,HP_0100962,HP_0008765,HP_0030018,HP_0040306,HP_0100754,HP_0100786
ORPHA_206583	Adult polyglucosan body disease	HP_0000011,HP_0000020,HP_0000708,HP_0000726,HP_0001249,HP_0001251,HP_0001257,HP_0001269,HP_0001288,HP_0001324,HP_0001376,HP_0002071,HP_0002839,HP_0002936,HP_0003457,HP_0007256,HP_0009830,HP_0200042
ORPHA_63455	Paraneoplastic pemphigus	HP_0000155,HP_0008066,HP_0012191,HP_0100242,HP_0100522,HP_0200041,HP_0200097
ORPHA_97685	17q11 microdeletion syndrome	HP_0000735,HP_0000736,HP_0001480,HP_0007565,HP_0000271,HP_0000529,HP_0000708,HP_0000822,HP_0001072,HP_0001328,HP_0001627,HP_0001999,HP_0002076,HP_0002315,HP_0002354,HP_0002360,HP_0002463,HP_0004562,HP_0009732,HP_0009737,HP_0011442,HP_0025105,HP_0100585,HP_0200034,HP_0410263,HP_0000337,HP_0000486,HP_0000490,HP_0000501,HP_0000520,HP_0000610,HP_0000618,HP_0000729,HP_0000823,HP_0000925,HP_0000935,HP_0000938,HP_0000939,HP_0001034,HP_0001176,HP_0001249,HP_0001250,HP_0001263,HP_0001271,HP_0001297,HP_0001511,HP_0001639,HP_0001642,HP_0001680,HP_0001833,HP_0001920,HP_0002088,HP_0002092,HP_0002650,HP_0002797,HP_0002808,HP_0003165,HP_0004322,HP_0004944,HP_0007236,HP_0007359,HP_0007524,HP_0007850,HP_0009733,HP_0009734,HP_0010795,HP_0010796,HP_0012492,HP_0012531,HP_0030692,HP_0031023,HP_0032458,HP_0100008,HP_0100697,HP_0100817,HP_0430022,HP_3000062,HP_0000316,HP_0000369,HP_0000465,HP_0000494,HP_0000826,HP_0001909,HP_0002666,HP_0002859,HP_0002863,HP_0002979,HP_0003001,HP_0003002,HP_0005280,HP_0006610,HP_0100252,HP_0100723,HP_0100775
ORPHA_798	Schinzel-Giedion syndrome	HP_0000337,HP_0000455,HP_0002007,HP_0003196,HP_0011800,HP_0012736,HP_0012758,HP_0000078,HP_0000126,HP_0000154,HP_0000158,HP_0000260,HP_0000316,HP_0000329,HP_0000341,HP_0000356,HP_0000369,HP_0000470,HP_0000505,HP_0000520,HP_0000586,HP_0000885,HP_0001250,HP_0001531,HP_0001627,HP_0002079,HP_0002119,HP_0004554,HP_0009882,HP_0011039,HP_0000168,HP_0000187,HP_0000218,HP_0000278,HP_0000347,HP_0000375,HP_0000452,HP_0000522,HP_0000684,HP_0000765,HP_0000889,HP_0001537,HP_0001545,HP_0001734,HP_0001845,HP_0002089,HP_0002098,HP_0002120,HP_0002190,HP_0002251,HP_0002645,HP_0002694,HP_0002751,HP_0002982,HP_0003173,HP_0007099,HP_0008610,HP_0008628,HP_0009792,HP_0010034,HP_0010464,HP_0010557,HP_0045005,HP_0000023,HP_0000047,HP_0000054,HP_0000069,HP_0000107,HP_0000280,HP_0000322,HP_0000787,HP_0001257,HP_0001276,HP_0001601,HP_0001605,HP_0002015,HP_0002521,HP_0002650,HP_0002667,HP_0002884,HP_0002888,HP_0002974,HP_0005349,HP_0006532,HP_0009748,HP_0011097,HP_0011471,HP_0011787,HP_0012324,HP_0012385,HP_0025259,HP_0030736
